"""city"",""capital"",""1"",""safe"",""break."",""workdis"",""trust"",""corruption"",""freedom"",""bribe"",""houdem"",""busfine"",""2"",""lawful"",""citypop"",""share"",""country"",""cluster"""
"Aarhus,-0.634230128316217,1.20226991787497,1.32099269693519,0.521108054936746,-1.02133941485825,1.69402238318827,1.36100356211209,1.27829706091078,-0.627321574729896,0.166896300953878,0.0997469261082739,1.53962848159347,0.953954718154936,-0.444082092103248,0.0641964690608731,""Denmark"",3"
"Amsterdam,1.55386381437473,2.58641826604025,0.948958019022827,0.334805175192521,0.128292226662456,0.194502890693199,0.99052111733132,1.54295748460405,-0.841832244177358,1.48589173668628,-0.672782838342546,0.686340407457329,0.87255792233545,-0.0156027619576827,-0.0825349626088197,""Netherlands"",3"
"Antwerp,-0.634230128316217,-0.550984656467727,-0.105140235062188,0.707410934680971,-0.216597265793757,-0.330328931680076,0.748902131604731,0.413739676846102,-0.673288146754352,0.36981867568194,-1.16439268844761,0.515682792630101,0.899690187608612,-0.293154897505558,-0.122018583404803,""Belgium"",3"
"Athens,1.55386381437473,0.187227795887092,-1.4692673874075,1.08001669416942,0.933034375726953,-0.6052408386375,-0.249789676065168,-0.909562441620253,1.8242289332411,0.623471644092016,1.22342658349129,-1.57487298900344,-0.728245728781097,-0.167252861828136,0.102289373506178,""Greece"",2"
"Barcelona,-0.634230128316217,-1.47375022191125,0.0188713242419314,0.148502295448295,1.39288703233524,-0.555256855554336,0.0723689715702828,-0.60961396143455,-0.872476625526995,1.33369995564023,-0.110943009651041,0.601011600043715,0.0857222294137571,0.607921498194682,-0.284584962260165,""Spain"",1"
"Berlin,1.55386381437473,0.371780908975797,-0.167146014714248,0.148502295448295,0.358218554966598,-0.0804090162642256,0.603930740168778,0.62546801580072,-0.596677193380259,0.572741050410001,-0.462092902583231,0.00370994814841816,0.248515821052728,2.30010488919726,-0.202789269229177,""Germany"",1"
"Birmingham,-0.634230128316217,0.279504352431444,0.26689444285017,0.334805175192521,-0.216597265793757,-0.0554170247226431,0.571714875405233,0.898950453617095,-0.749899100128446,-0.695523791640387,-0.251402966823916,1.15564884823221,0.981086983428097,0.199747518650498,-0.657234515934482,""United Kingdom"",3"
"Braga,-0.634230128316217,-0.458708099923375,0.700934900414589,1.08001669416942,1.04799753987902,0.269478865317953,-0.00817069033857983,0.140257239029715,0.383943009808138,0.217626894635893,0.169976904694712,1.19831325193901,0.329912616872214,-0.563211301309168,-0.678445627678346,""Portugal"",1"
"Brno,-0.634230128316217,0.0949512393427395,0.0188713242419314,0.707410934680971,0.58814488327074,-0.00543304163947209,-0.0726024198656702,0.122613210783505,-0.611999384055077,0.471279863045971,0.521126797626904,-1.10556454822856,0.11285449468692,-0.401699821679263,-0.334189107096429,""Czech Republic"",1"
"Brusssels,1.55386381437473,-0.64326121301208,-1.40726160775544,2.01153109289055,1.04799753987902,-0.0804090162642256,-0.153142081774534,-0.000894986940026052,0.292009865759226,0.0147045199078309,-1.16439268844761,-0.422934088919651,0.655499800150156,0.252152817345552,0.988443721621159,""Belgium"",1"
"Bucharest,1.55386381437473,0.00267468279838698,-1.09723270949514,-1.15561786276128,-0.446523594097899,-0.0804090162642256,-0.958538700863163,-0.830164314512272,1.41052978502099,-0.340409635866278,-1.09416270986118,-0.294940877799231,-1.16236197315169,1.01606183515523,0.662490703768384,""Romania"",2"
"Budapest,1.55386381437473,0.648610578608854,0.26689444285017,0.148502295448295,-0.906376250706182,0.719334713066473,-0.410868999882894,-0.600791947311444,0.108143577661402,-1.05063794741449,1.50434649783704,1.15564884823221,-0.728245728781097,0.731546505345521,2.08182756003867,""Hungary"",1"
"Celje,-0.634230128316217,-0.366431543379022,-0.0431344554101284,-0.969314983017056,-0.56148675824997,-0.83016876251176,-2.35992881807738,-2.03878024937821,1.59439607311882,-3.73935941256132,-1.16439268844761,-0.7215849148673,-2.0034621966197,-0.681332874107649,-0.651376663939411,""Slovenia"",2"
"Charleroi,-0.634230128316217,-0.458708099923375,-1.4692673874075,0.893713814425196,-0.216597265793757,-0.330328931680076,0.539499010641688,-0.406707636603038,-0.673288146754352,0.623471644092016,-1.30485264562049,-0.16694766667881,0.981086983428097,-0.546235745936931,-0.637391343872278,""Belgium"",1"
"Cluj-Napoca,-0.634230128316217,-0.0896018737459655,-0.167146014714248,-1.15561786276128,-0.101634101641686,-0.380312914763239,-0.50751659417353,-0.48610576371102,0.858930920727518,-0.0867566674562002,-0.251402966823916,-0.337605281506038,-1.48794915642963,-0.445805248826067,-0.72284283554495,""Romania"",1"
"Copenhagen,1.55386381437473,1.01771680478626,1.01096379867489,0.707410934680971,-0.906376250706182,1.61904640856352,1.34489562973032,1.46355935749607,-0.857154434852177,0.319088081999924,0.591356776213342,1.49696407788666,0.953954718154936,-0.233469671932001,0.880882826387036,""Denmark"",3"
"Cracow,-0.634230128316217,-0.27415498683467,1.63102159519548,-2.08713226148241,-2.17097105637896,-1.70488846646722,-1.78004325233356,-0.73312215915808,1.05811939950016,-0.238948448502247,0.450896819040465,-1.57487298900344,-2.0034621966197,-0.086509020000079,-0.632099768414397,""Poland"",2"
"Debrecen,-0.634230128316217,0.00267468279838698,0.576923341110469,-0.0378005842959298,-1.2512657431624,1.69402238318827,0.201232430624464,0.299053493245678,0.0621770056369456,-2.0652498210548,1.15319660490485,2.47824536314322,0.11285449468692,-0.545516122867449,-0.622405400572931,""Hungary"",3"
"Espoo,-0.634230128316217,-1.84285644808866,1.63102159519548,-0.41040634378438,-0.67644992240204,1.99392628168728,1.19992423829436,1.24300900441835,-0.979731960250726,-0.796984979004417,1.22342658349129,0.131703159268839,0.845425657062288,-0.490246281258412,-0.0787461838562235,""Finland"",3"
"Ghent,-0.634230128316217,0.0949512393427395,-0.229151794366308,0.148502295448295,-0.791413086554111,0.0195589499021105,0.942197320186002,0.537247874569621,-0.688610337429171,0.166896300953878,-0.953702752688299,0.984991233404978,0.655499800150156,-0.501230995090978,-0.545743861174989,""Belgium"",3"
"Glasgow,-0.634230128316217,0.556334022064502,0.638929120762529,-0.969314983017056,-0.446523594097899,-0.380312914763239,0.539499010641688,0.95188253835575,-0.795865672152902,0.724932831456047,-1.09416270986118,1.07032004081859,0.791161126515965,-0.214603567469585,-0.801728831114411,""United Kingdom"",3"
"Goteborg,-0.634230128316217,-0.366431543379022,0.576923341110469,-0.224103464040155,-0.56148675824997,0.89427865385757,0.958305252567775,1.34005115977255,-0.949087578901089,-0.949176760050463,-0.251402966823916,-0.124283262972003,0.845425657062288,-0.268099378204937,0.0656406302239978,""Sweden"",3"
"Graz,-0.634230128316217,1.01771680478626,0.886952239370768,-0.969314983017056,-1.02133941485825,0.819302679232816,0.732794199222959,1.02245865134063,-1.02569853227518,-0.137487261138216,0.802046711972657,0.25969637038926,1.27954190143288,-0.482218012031712,-0.382090217067816,""Austria"",3"
"Hamburg,-0.634230128316217,0.371780908975797,0.20488866319811,0.148502295448295,0.243255390814527,0.24448687377637,0.587822807787006,0.846018368878441,-0.550710621355803,0.724932831456047,-0.672782838342546,0.38768958150968,0.465573943238023,0.754522748867273,-0.599129228972614,""Germany"",3"
"Helsinki,1.55386381437473,-1.10464399573384,1.01096379867489,-0.224103464040155,0.243255390814527,1.74400636627144,1.10327664400373,0.89012843949399,-0.673288146754352,-1.15209913477853,0.380666840454027,0.0463743518552251,0.845425657062288,-0.194572280842214,1.11584148669604,""Finland"",3"
"Iasi,-0.634230128316217,0.371780908975797,-2.02731940427604,-1.90082938173818,-0.446523594097899,-0.480280880929582,-0.733027647518346,-0.583147919065223,1.0887637808498,0.420549269363955,-0.813242795515422,-1.78819500753747,-2.38331391044397,-0.414980436707281,-0.693631803612493,""Romania"",2"
"Linz,-0.634230128316217,-0.0896018737459655,0.948958019022827,-0.783012103272831,-0.906376250706182,1.04423060310708,0.42674348396928,0.881306425370875,-1.05634291362482,0.0654351135898464,1.36388654066416,0.856998022284557,1.11674830979391,-0.547337745688715,-0.550085278953291,""Austria"",3"
"Lisbon,1.55386381437473,-1.10464399573384,-0.167146014714248,-0.41040634378438,1.50785019648731,0.119526916068446,0.281772092533326,0.0343930695524062,-0.535388430680984,-0.188217854820231,-0.0407130310646027,-0.380269685212844,0.302780351599052,-0.262777285583885,-0.0797262731454054,""Portugal"",1"
"Ljubljana,1.55386381437473,1.75592925714108,-0.353163353670428,-0.0378005842959298,-0.101634101641686,-0.505272872471164,-1.36123701040748,-1.18304487943664,1.2573078782728,-1.30429091582457,-1.79646249572556,0.131703159268839,-1.0809651773322,-0.482582336595966,1.43819745256754,""Slovenia"",2"
"Lodz,-0.634230128316217,0.925440248241911,-2.89540031940488,-1.90082938173818,-2.05600789222689,-1.40498456796821,-1.36123701040748,-1.47417134549924,1.04279720882534,0.217626894635893,-0.181172988237478,1.62495728900708,-1.37942009533698,-0.138827340308171,-0.660794215456659,""Poland"",2"
"London,1.55386381437473,1.01771680478626,0.0188713242419314,-0.0378005842959298,0.818071211574882,-0.0304250331810613,0.523391078259915,0.740154199401133,-0.550710621355803,-0.188217854820231,-0.672782838342546,1.53962848159347,0.628367534876994,6.40508596607584,1.50671813063959,""United Kingdom"",3"
"Lyon,-0.634230128316217,-0.735537769556432,0.20488866319811,0.148502295448295,0.0133290625103851,0.0195589499021105,0.652254537314096,0.360807592107448,-1.02569853227518,0.623471644092016,-1.23462266703405,0.430353985216487,0.492706208511185,-0.30902599147355,-0.835272743760562,""France"",3"
"Madrid,1.55386381437473,-1.01236743918949,0.14288288354605,-0.596709223528606,1.73777652479145,-0.505272872471164,0.136800701097373,-0.591969933188328,-0.795865672152902,1.13077758091217,-0.321632945410354,0.0463743518552251,0.546970739057509,1.86602694080417,0.373647609821205,""Spain"",1"
"Malmo,-0.634230128316217,0.187227795887092,0.20488866319811,0.148502295448295,0.473181719118669,0.794310687691227,1.05495284685841,1.23418699029524,-1.05634291362482,-0.695523791640387,-0.813242795515422,-0.252276474092424,0.438441677964862,-0.447943604264005,-0.355933917339668,""Sweden"",3"
"Maribor,-0.634230128316217,0.833163691697558,-0.105140235062188,-0.0378005842959298,-0.446523594097899,-0.930136728678103,-1.40956080755279,-1.55356947260722,1.21134130624835,-2.67401694523899,-1.44531260279337,0.25969637038926,-1.35228783006382,-0.633461118695252,-0.148074472791298,""Slovenia"",2"
"Marseille,-0.634230128316217,-0.920090882645137,-1.09723270949514,2.01153109289055,0.128292226662456,-0.905144737136514,0.0401531068067376,-0.3625975659875,-0.70393252810399,1.13077758091217,-1.16439268844761,-1.10556454822856,0.492706208511185,-0.0126036487091558,-0.732356399478096,""France"",1"
"Milan,-0.634230128316217,-0.735537769556432,-1.40726160775544,1.45262245365787,1.04799753987902,-0.430296897846411,-0.265897608446941,-0.944850498112696,-0.550710621355803,0.674202237774032,-1.58577255996624,-0.593591703746879,-0.429790810776317,0.395924808789437,-0.572367346442987,""Italy"",1"
"Miskolc,-0.634230128316217,1.94048237022979,0.0188713242419314,1.45262245365787,-0.216597265793757,1.46909445931401,0.636146604932323,1.04010267958684,-0.382166523932797,-0.644793197958371,1.64480645500991,2.13693013348876,-0.565452137142126,-0.582406446650561,-0.700522187720262,""Hungary"",3"
"Munich,-0.634230128316217,-0.0896018737459655,0.948958019022827,-0.596709223528606,0.243255390814527,0.194502890693199,0.555606943023461,0.757798227647355,-0.688610337429171,0.268357488317909,-0.321632945410354,0.984991233404978,0.11285449468692,0.55385868684244,-0.650586336420748,""Germany"",3"
"Naples,-0.634230128316217,-0.181878430290317,-2.21333674323222,0.334805175192521,1.04799753987902,-0.980120711761267,-0.845783174190754,-0.99778258285135,-0.121689282460879,1.08004698723016,-1.79646249572556,-0.977571337108141,-0.809642524600582,0.0859625569377808,-0.685061857454472,""Italy"",2"
"Narva,-0.634230128316217,0.833163691697558,-1.90330784497192,1.08001669416942,1.04799753987902,-0.880152745594932,-0.459192797028212,-1.3418411336526,-0.520066240006165,0.572741050410001,1.15319660490485,-2.34283225572596,0.302780351599052,-0.664236697764814,-0.210769037669396,""Estonia"",1"
"Odense,-0.634230128316217,0.740887135153207,1.32099269693519,-0.0378005842959298,-0.791413086554111,1.61904640856352,1.52208288592981,1.40180525863431,-0.887798816201814,-0.238948448502247,0.380666840454027,1.7102860964207,1.25240963615972,-0.568338923385788,-0.417631045339836,""Denmark"",3"
"Ostrava,-0.634230128316217,-0.27415498683467,-1.09723270949514,2.01153109289055,1.16296070403109,-0.20536897397215,-0.217573811301623,-0.203801311771537,-0.366844333257978,0.268357488317909,0.802046711972657,-0.977571337108141,0.221383555779567,-0.470730300546247,-0.476734841946665,""Czech Republic"",1"
"Paris,1.55386381437473,-0.458708099923375,0.0808771038939905,-0.224103464040155,-0.101634101641686,-0.255352957055322,0.330095889678644,0.387273634476775,-0.734576909453627,0.420549269363955,-1.51554258137981,0.217031966682453,0.57410300433067,1.12917968905097,-0.335934975947601,""France"",1"
"Patras,-0.634230128316217,0.187227795887092,-1.09723270949514,1.26631957391365,0.243255390814527,0.219494882234789,0.120692768715601,-0.318487495371952,1.59439607311882,0.420549269363955,1.71503643359635,-1.61753739271025,-0.456923076049478,-0.498540408950918,-0.552839595460067,""Greece"",1"
"Plovdiv,-0.634230128316217,-1.01236743918949,0.514917561458409,-0.783012103272831,0.0133290625103851,-1.50495253413454,-2.10220189996902,-0.0185390151862481,2.03873960268856,0.268357488317909,0.591356776213342,-0.380269685212844,-1.6507427480686,-0.431815677889231,-0.172992054080604,""Bulgaria"",2"
"Porto,-0.634230128316217,-0.550984656467727,0.32890022250223,0.148502295448295,1.62281336063938,-0.0304250331810613,-0.0887103522474432,-0.0361830434324583,0.169432340360676,0.0147045199078309,-0.0407130310646027,0.25969637038926,0.248515821052728,-0.476153320918207,-0.504952297701094,""Portugal"",1"
"Prague,1.55386381437473,-0.181878430290317,-0.415169133322487,2.01153109289055,1.04799753987902,-0.130392999347397,-0.153142081774534,0.0520370977986282,-0.504744049331347,0.826394018820078,0.240206883281151,-0.849578125987721,0.221383555779567,0.327869964847897,1.17234920832563,""Czech Republic"",1"
"Rijeka,-0.634230128316217,-1.28919710882255,1.44500425623931,-1.71452650199396,-1.48119207146654,-1.97980037342465,-1.55453219898875,-1.35948516189881,1.85487331459073,-1.05063794741449,-0.321632945410354,-1.44687977788302,-1.4336846258833,-0.606593823183209,-0.478932607339716,""Croatia"",2"
"Rome,1.55386381437473,-0.64326121301208,-1.40726160775544,1.45262245365787,1.62281336063938,-0.755192787887007,-0.539732458937075,-0.988960568728235,-0.474099667981709,0.978585799866125,-1.16439268844761,-1.3188865667626,-0.375526280229994,1.64312020769102,-0.118918338457799,""Italy"",1"
"Rotterdam,-0.634230128316217,2.3095885964072,0.32890022250223,-0.0378005842959298,0.473181719118669,0.0445509414436922,1.15160044114905,1.2871190750339,-0.734576909453627,1.48589173668628,-0.532322881169669,0.643676003750522,0.981086983428097,-0.188443586764718,-0.304052284594211,""Netherlands"",3"
"Salonica,-0.634230128316217,-0.27415498683467,-0.849209590886905,0.334805175192521,-0.906376250706182,0.119526916068446,0.104584836333828,0.193189323768369,2.05406179336338,0.319088081999924,1.71503643359635,-0.892242529694527,-0.538319871868965,-0.445307995028911,-0.447571236443289,""Greece"",1"
"Sofia,1.55386381437473,-1.5660267784556,-1.40726160775544,0.148502295448295,-0.446523594097899,-2.02978435650782,-2.64987160094928,-0.927206469866475,2.40647217888421,-0.289679042184262,0.380666840454027,-0.764249318574107,-2.30191711462448,0.321856147885256,1.98391133745004,""Bulgaria"",2"
"Split,-0.634230128316217,-1.10464399573384,1.63102159519548,-1.52822362224973,-1.71111839977068,-2.35468024654842,-1.74782738757002,-1.29773106303706,1.5024629290699,-0.898446166368448,-0.813242795515422,-1.10556454822856,-1.32515556479066,-0.565994609691932,-0.288020852273481,""Croatia"",2"
"Stockholm,1.55386381437473,-0.366431543379022,0.824946459718708,-0.0378005842959298,-0.101634101641686,0.89427865385757,1.13549250876727,1.38416123038809,-0.93376538822627,-0.238948448502247,-0.110943009651041,0.174367562975646,1.03535151397442,0.0476395514222671,0.805767234911928,""Sweden"",3"
"Szeged,-0.634230128316217,-0.181878430290317,-0.663192251930727,-1.34192074250551,-1.71111839977068,-0.105401007805815,-1.39345287517102,-2.61221116738031,0.675064632629694,-0.594062604276356,1.71503643359635,0.302360774096067,-0.375526280229994,-0.578697556942396,-0.69266846028786,""Hungary"",2"
"Tallinn,-0.634230128316217,0.556334022064502,0.0188713242419314,0.893713814425196,0.128292226662456,0.694342721524892,0.555606943023461,0.131435224906609,-0.596677193380259,-0.391140229548294,0.802046711972657,-0.934906933401334,0.953954718154936,-0.34774204083203,4.84037410445815,""Estonia"",3"
"Tampere,-0.634230128316217,-1.47375022191125,1.01096379867489,-0.596709223528606,0.128292226662456,1.84397433243778,1.1193845763855,0.863662397124663,-0.70393252810399,-1.50721329055263,0.591356776213342,-0.294940877799231,0.845425657062288,-0.527935000989764,-0.231016859825694,""Finland"",3"
"Tartu,-0.634230128316217,0.833163691697558,0.576923341110469,0.521108054936746,0.128292226662456,1.34413450160609,0.92608938780423,0.519603846323411,-0.749899100128446,-0.796984979004417,0.872276690559095,0.643676003750522,1.14388057506707,-0.635261407195188,0.251666384369981,""Estonia"",3"
"The Hague,-0.634230128316217,2.58641826604025,0.452911781806349,0.707410934680971,0.0133290625103851,0.394438823025877,1.18381630591259,1.56060151285027,-0.765221290803265,1.5366223303683,-0.532322881169669,0.473018388923294,0.899690187608612,-0.281917454020312,-0.423850837819085,""Netherlands"",3"
"Thessaloniki,-0.634230128316217,0.187227795887092,-0.0431344554101284,0.521108054936746,1.62281336063938,-0.680216813262253,-0.249789676065168,-1.3418411336526,0.966186255451249,0.92785520618411,1.01273664773197,-0.508262896333265,0.0585899641405958,-0.445307995028911,-0.447571236443289,""Greece"",1"
"Timisoara,-0.634230128316217,-0.550984656467727,-0.973221150191025,0.148502295448295,0.473181719118669,-0.580248847095918,-0.94243076848139,-0.99778258285135,1.18069692489871,-0.137487261138216,0.802046711972657,0.00370994814841816,-1.0809651773322,-0.450151706521676,-0.726961741900331,""Romania"",1"
"Turku,-0.634230128316217,-1.28919710882255,0.576923341110469,-0.224103464040155,0.0133290625103851,1.56906242548035,1.08716871162196,0.731332185278028,-0.719254718778808,-1.96378863369077,0.0997469261082739,-0.636256107453686,0.764028861242802,-0.559489282787877,-0.358503064010364,""Finland"",3"
"Valencia,-0.634230128316217,-1.19692055227819,0.452911781806349,-0.0378005842959298,2.3125923455518,0.0695429329852815,0.00793724204319241,-0.397885622479933,-0.673288146754352,1.18150817459419,0.0997469261082739,-0.209612070385617,0.411309412691699,-0.0670283229731903,-0.637714311968488,""Spain"",1"
"Varna,-0.634230128316217,1.10999336133062,-0.415169133322487,-0.783012103272831,-0.446523594097899,0.494406789192213,0.523391078259915,0.881306425370875,1.47181854772027,1.84100589246039,2.27687626228786,1.1129844445254,0.546970739057509,-0.437690001212406,-0.189803546119176,""Bulgaria"",3"
"Warsaw,1.55386381437473,1.29454647441932,0.514917561458409,-1.90082938173818,-1.71111839977068,-0.730200796345425,-1.15183388944443,-1.4388832890068,1.01215282747571,0.92785520618411,1.36388654066416,-0.0816188592651958,-1.84066860498073,0.722938106688806,-0.188151308802005,""Poland"",2"
"Vienna,1.55386381437473,1.10999336133062,0.576923341110469,0.334805175192521,0.0133290625103851,0.769318696149645,0.732794199222959,1.02245865134063,-0.872476625526995,0.319088081999924,1.08296662631841,0.217031966682453,1.19814510561339,0.820619758551361,2.97895411779796,""Austria"",3"
"Vila Nova de Gaia,-0.634230128316217,-0.827814326100784,0.32890022250223,-0.596709223528606,1.73777652479145,0.369446831484296,0.281772092533326,-0.133225198786661,-0.382166523932797,0.0654351135898464,-0.813242795515422,-0.636256107453686,0.27564808632589,-0.464087941655186,-0.480907829676686,""Portugal"",1"
"Zagreb,1.55386381437473,-1.47375022191125,1.50701003589137,-1.90082938173818,-1.71111839977068,-2.17973630575732,-1.86058291424243,-1.35948516189881,1.13473035287425,-0.746254385322401,-0.181172988237478,-1.06290014452176,-1.48794915642963,-0.0638872544327358,2.07306420778057,""Croatia"",2"
